Fecha,Índice de precios Lima Metropolitana (var% mensual) - IPC,Índice de precios Lima Metropolitana (var% mensual) - IPC Sin Alimentos y Energía,Índice de precios Lima Metropolitana (var% mensual) - IPC Alimentos y Energía
2003-01-01,0.231420046118308,-0.111732502832167,0.506053876173456
2003-02-01,0.46882483892474,0.22814517926438,0.722192415139097
2003-03-01,1.11778013265111,1.93831322061689,0.357386451012367
2003-04-01,-0.0508569452831183,0.264058901982999,-0.265865245025655
2003-05-01,-0.0320251089200153,0.0556042700820648,-0.139973293292551
2003-06-01,-0.473129433766294,0.0450224678025133,-0.923490067353846
2003-07-01,-0.149217088179842,0.189392461026319,-0.404464470360189
2003-08-01,0.0134559645732165,0.077526953511072,-0.0400507988523511
2003-09-01,0.558598319929901,-0.0171561198160513,1.02434522199727
2003-10-01,0.0490321174092103,-0.070649457026636,0.193698944823085
2003-11-01,0.167684500456277,0.00598762611438288,0.256361440905236
2003-12-01,0.563950788732549,0.231768087834443,0.898518706995401
2004-01-01,0.53744744109991,-0.141462465245414,1.13240283947265
2004-02-01,1.08608494836444,0.15095206262011,1.88197346394229
2004-03-01,0.460448535433247,0.265628493071297,0.569242727581582
2004-04-01,-0.0227700751417853,-0.109038390463586,0.0382238700885604
2004-05-01,0.353844717142609,0.0468804595176831,0.642635124697072
2004-06-01,0.563807028141432,-0.0307972269428869,1.05434206051496
2004-07-01,0.19310861236674,0.0927188955657041,0.264659566230377
2004-08-01,-0.00954063793150069,0.0571018203626166,-0.0616552069403227
2004-09-01,0.016689712460702,-0.0340210426992799,0.0788034169179378
2004-10-01,-0.0237470889112576,0.276680697014146,-0.31430468731529
2004-11-01,0.287008149265566,0.355894779948171,0.251347719484604
2004-12-01,-0.00935542020600377,0.154630935194061,-0.102295401487196
2005-01-01,0.100149504761279,-0.0548695541988584,0.223476862434736
2005-02-01,-0.2346203515206,-0.03983708371053,-0.39102575743475
2005-03-01,0.650196153407443,0.408784559631678,0.801167698130484
2005-04-01,0.118823702025535,-0.0367331222863096,0.273967586490608
2005-05-01,0.12633045900575,0.178346796569011,0.0993127075002722
2005-06-01,0.263742227071237,-0.132817384130132,0.568925424088095
2005-07-01,0.104611293091209,0.216162168722471,-0.0225140393115239
2005-08-01,-0.179605723612108,0.0415178952312237,-0.306425228243544
2005-09-01,-0.0942785605012846,0.0277004980694441,-0.22261782375629
2005-10-01,0.144780473631634,0.167456691870178,0.107171346718432
2005-11-01,0.0680447024625712,0.29156879139778,-0.0967282745038954
2005-12-01,0.41922503429934,0.289230032142826,0.498784843077361
2006-01-01,0.499608846028134,-0.0207260469332095,0.956663264814926
2006-02-01,0.548277704216064,-0.0070703902080742,0.989580456273715
2006-03-01,0.457162631141614,0.388748815828866,0.551885451007834
2006-04-01,0.510007190746034,0.210133023885167,0.718240677922962
2006-05-01,-0.527951846100242,-0.0720037323107766,-0.856776768001349
2006-06-01,-0.132537237586119,-0.155250272113342,-0.144231380671465
2006-07-01,-0.17044035636352,0.342509823723827,-0.600987662964976
2006-08-01,0.13934667530607,0.121233382611844,0.142182344683106
2006-09-01,0.0273681222498222,0.0366766858191168,0.0573082554013501
2006-10-01,0.0437894195875647,0.0285715004060676,0.0428525413455334
2006-11-01,-0.282155165945056,0.13349666348825,-0.611298034378427
2006-12-01,0.0258117661108955,0.268014941171388,-0.184247955722463
2007-01-01,0.00942787065693368,-0.169770803307252,0.131037109361588
2007-02-01,0.25946729961008,0.16724287704138,0.383840860076369
2007-03-01,0.348835470333003,0.241201527769883,0.39302054553459
