Fecha,Producto bruto interno y demanda interna (índice 2007=100) - PBI,Producción de electricidad por departamento - Total (gwh)
2005-01-01,79.9791610934839,2101.542732
2005-02-01,80.1344599066734,1949.377128
2005-03-01,81.3964129865707,2153.859359
2005-04-01,87.0734470255748,2109.38288
2005-05-01,92.1414551036507,2177.966859
2005-06-01,88.4557729993011,2060.052468
2005-07-01,87.2766006292957,2075.879627
2005-08-01,82.9894831129745,2143.989681
2005-09-01,82.0878665294671,2109.198352
2005-10-01,84.8027239326644,2200.801825
2005-11-01,90.4951176179881,2178.060173
2005-12-01,91.5459266918293,2249.625731
2006-01-01,85.6590424919578,2258.580359
2006-02-01,84.6285220854951,2106.166481
2006-03-01,91.2286928400679,2339.490072
2006-04-01,91.7780023638019,2193.932812
2006-05-01,97.7619063414799,2290.937868
2006-06-01,95.072899809632,2214.53868
2006-07-01,92.9616001230902,2262.814809
2006-08-01,91.5547627296281,2302.951087
2006-09-01,88.769329600051,2263.273968
2006-10-01,92.1822066698177,2354.869612
2006-11-01,94.7874212319493,2351.48833651667
2006-12-01,99.4183587606666,2430.78464306333
2007-01-01,89.9525619891584,2460.063578
2007-02-01,88.6681022105583,2276.531605
2007-03-01,96.7214346263446,2549.350981
2007-04-01,96.6364193147801,2424.761042
2007-05-01,104.746678845017,2520.198358
2007-06-01,101.254568601752,2442.979604
2007-07-01,102.545139242961,2513.727017
2007-08-01,100.128668441286,2504.686693
2007-09-01,100.240420653565,2440.308512
2007-10-01,103.151330807994,2576.085202
2007-11-01,104.09969689671,2548.123373
2007-12-01,111.854978369874,2686.231177
2008-01-01,98.5124879180964,2672.664213
2008-02-01,100.676634145884,2592.805852
2008-03-01,104.088023197255,2755.737674
2008-04-01,110.247082044336,2679.772707
2008-05-01,112.085329362857,2718.033209
2008-06-01,112.179938878862,2672.799957
2008-07-01,112.30111638353,2697.444089
2008-08-01,108.889993837838,2741.761855
2008-09-01,110.740740648059,2703.003703
2008-10-01,111.655298051568,2799.296839
2008-11-01,110.667087487058,2686.207102
2008-12-01,117.475087662226,2743.579083
2009-01-01,102.957858945926,2776.176456
2009-02-01,101.033706712377,2560.375027
2009-03-01,107.152725896407,2823.250327
2009-04-01,108.852131263431,2701.142623
2009-05-01,114.233023556975,2771.746552
2009-06-01,108.973271232088,2613.406731
2009-07-01,110.739303018834,2662.990197
2009-08-01,109.854091268811,2752.528987
2009-09-01,111.004716399796,2729.490929
2009-10-01,113.066652069329,2805.386599
2009-11-01,113.616686008139,2806.223124
2009-12-01,122.384670293062,2942.018269
2010-01-01,106.149264450582,2945.29242768298
2010-02-01,106.181815679417,2737.74607465883
2010-03-01,115.871466688354,3053.56958493014
2010-04-01,117.530089179306,2939.28374072435
2010-05-01,122.8405413944,3008.06174802965
2010-06-01,122.952124694629,2940.93141428152
2010-07-01,121.715583387813,2977.96970971566
2010-08-01,119.436561951622,2997.51014465595
2010-09-01,122.177647930984,2940.45518365057
2010-10-01,123.724536977663,3061.28116019473
2010-11-01,123.654539824144,3027.24295431902
2010-12-01,131.945493958266,3123.79484530497
2011-01-01,116.302714166403,3204.4966631256
2011-02-01,114.737766544779,2990.07928887968
2011-03-01,124.776562514663,3308.57532635416
2011-04-01,126.257444485804,3157.10295859703
2011-05-01,129.648241281479,3271.77152500409
2011-06-01,126.61736603554,3186.93769861241
2011-07-01,129.097719374525,3222.71197989416
2011-08-01,127.177016700397,3261.09561311565
2011-09-01,128.170148235964,3164.61196143992
2011-10-01,129.238340532949,3291.40456511271
2011-11-01,129.51854685589,3266.36374077063
2011-12-01,143.381106248807,3376.21600555397
2012-01-01,122.643045671942,3371.39072436487
2012-02-01,122.831990691069,3221.14316176479
2012-03-01,132.084617429847,3510.9025403556
2012-04-01,130.294048352638,3333.76262491739
2012-05-01,138.616164883185,3457.15922155707
2012-06-01,136.159650664857,3332.31553795304
2012-07-01,138.460683217962,3413.35450641612
2012-08-01,136.15827684685,3470.09421530342
2012-09-01,136.815840196689,3347.67559523402
2012-10-01,138.823093405236,3466.61235670447
2012-11-01,137.369699055031,3477.60177054258
2012-12-01,148.291935075213,3583.05336097617
2013-01-01,130.559953455346,3620.46956085657
2013-02-01,129.079383033097,3348.45087185374
2013-03-01,136.716099507965,3659.71617271783
2013-04-01,141.786850509708,3561.2588728229
2013-05-01,144.52517008505,3676.05744759807
2013-06-01,144.131522429331,3568.49827865683
2013-07-01,145.815158918087,3651.21746682481
2013-08-01,143.654379670496,3634.27269030203
2013-09-01,143.469507308574,3543.21760034942
2013-10-01,147.442040958044,3702.20116424559
2013-11-01,147.373552752172,3641.35675813423
2013-12-01,158.721304501506,3752.96491051654
2014-01-01,136.079766526011,3799.87310843439
2014-02-01,135.801583394069,3559.1660586723
2014-03-01,144.114856440398,3898.98770373208
2014-04-01,145.93098003397,3721.99774587246
2014-05-01,148.268535125886,3865.30731526373
2014-06-01,144.67607986412,3727.02648426088
2014-07-01,147.929040673396,3800.51004150579
2014-08-01,145.598328396305,3792.51645946777
2014-09-01,147.304978213474,3724.42576271516
2014-10-01,150.794558529589,3892.86405614348
2014-11-01,147.606257253052,3721.31164933527
2014-12-01,159.982863559728,3939.30420291384
2015-01-01,138.204387334099,3999.99734937188
2015-02-01,137.47712711883,3702.21670534942
2015-03-01,148.346929085091,4120.34546036628
2015-04-01,152.057014698476,3941.54514876677
2015-05-01,150.170908965789,4049.4893529397
2015-06-01,150.586470144795,3932.35685911021
2015-07-01,153.258320951663,3989.89004588572
2015-08-01,149.484690625068,4016.43098593062
2015-09-01,152.000894608265,3932.26042462597
2015-10-01,155.7307429315,4161.97159902826
2015-11-01,153.424939551382,4095.87910423935
2015-12-01,170.392631681019,4359.64536976102
2016-01-01,143.098568939576,4346.02112020502
2016-02-01,146.309470648403,4245.57179172396
2016-03-01,153.612709693362,4436.15346955116
2016-04-01,156.26395323013,4281.72125526271
2016-05-01,157.489781759375,4324.32831333581
2016-06-01,155.975455202335,4125.45059379176
2016-07-01,158.745991936014,4264.21340741893
2016-08-01,158.115540847,4305.22387921675
2016-09-01,158.854444732916,4199.73512696754
2016-10-01,159.126483219839,4357.42774956043
2016-11-01,158.822152502557,4295.43315291211
2016-12-01,176.320446178052,4518.69407126106
2017-01-01,150.275604407979,4582.1795188625
2017-02-01,147.460264691438,4146.06433763106
2017-03-01,155.399138548545,4482.13570804022
2017-04-01,156.750521281354,4268.27905407181
2017-05-01,163.25044089173,4490.11978747441
2017-06-01,162.16716287188,4322.71688196418
2017-07-01,162.285956839843,4360.56133963593
2017-08-01,162.638419984172,4425.99328496578
2017-09-01,164.18152164733,4309.16284517769
2017-10-01,164.871850181268,4435.19844573589
2017-11-01,162.051803448934,4345.9411296886
2017-12-01,178.825310532292,4531.70098702474
2018-01-01,154.59604808363,4617.83383901518
2018-02-01,151.467721845646,4252.05168256014
2018-03-01,161.435908825029,4673.72334758764
2018-04-01,169.427385648106,4574.94943788014
2018-05-01,174.204132089223,4658.59301575402
2018-06-01,165.529920267256,4447.48221283385
2018-07-01,166.518524959883,4503.62895661271
2018-08-01,166.411945209936,4515.87515796906
2018-09-01,168.103805838727,4469.07402212034
2018-10-01,171.600551779363,4696.39939877486
2018-11-01,170.243016894333,4634.46130273069
2018-12-01,187.233786163601,4838.50271707471
2019-01-01,157.180927952755,4841.48589327055
2019-02-01,154.602376655104,4460.26218460292
2019-03-01,166.882755643696,4949.38102148205
2019-04-01,169.40324248576,4698.4452500751
2019-05-01,175.389977259433,4852.4704251436
2019-06-01,170.183938966446,4606.36232307886
2019-07-01,173.056618693559,4712.17230806593
2019-08-01,172.594208819086,4731.12216239306
2019-09-01,172.366526636492,4600.68097005631
2019-10-01,176.265988933133,4808.82621208082
2019-11-01,174.208227268035,4750.00305753505
2019-12-01,189.602346000695,4955.88874562009
2020-01-01,162.433285683453,4969.50127530631
2020-02-01,161.760051048975,4740.46798487141
2020-03-01,137.573684753811,4308.12178376079
2020-04-01,102.933967274854,3321.26371349618
2020-05-01,118.067454714367,3625.30669417343
2020-06-01,139.466866024592,4020.56653909184
2020-07-01,154.096256095692,4416.9561078323
2020-08-01,156.899238957375,4548.43551184544
